"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000419.L01",22.2266031259186,-0.159267161811952,1.94553584665576,-0.0818628770504131,0.934755755141257,NA
"ENSG00000000457.L01",9.17288220201065,0.299464081555882,2.08716734671427,0.143478711482965,0.885912123063585,NA
"ENSG00000000460.L01",4.06267069740496,0.738885245204636,2.11901514074947,0.348692763442597,0.727319977634688,NA
"ENSG00000000460.L02",3.08022512626427,1.61107486948932,3.28171260145689,0.490925033707733,0.623479470516702,NA
"ENSG00000000938.L01",66.1873907971907,-2.0051630699017,0.839845256977041,-2.38753872007223,0.0169616159283209,0.2113841385067
"ENSG00000001036.L01",4.27194692903131,-0.20086559470983,2.10636401641592,-0.0953612923238275,0.924027860171431,NA
"ENSG00000001167.L01",13.1589628248945,0.90805892600204,2.7301599999508,0.332602824017056,0.739434111376616,NA
"ENSG00000001460.L01",1.64121825409477,-0.330545338787286,2.30496040067862,-0.143406081375614,0.885969480375069,NA
"ENSG00000001461.L01",23.1197204317324,-0.270325162872764,1.92204316831339,-0.140644688594573,0.888150642706597,NA
"ENSG00000001497.L01",18.8150425462332,-0.0575394094147524,2.0138891052856,-0.0285712898807268,0.977206510089111,NA
"ENSG00000001561",3.7294710575648,-2.52452254229885,3.31651076145648,-0.761198356911158,0.446538599512345,NA
"ENSG00000001561.L01",8.12721796825463,-2.45316737449444,2.72684674665535,-0.899635220609081,0.368314407389213,NA
"ENSG00000001629.L01",21.640563862501,-0.0388376094402629,1.9600796834647,-0.0198143013102469,0.984191509327687,NA
"ENSG00000002330.L01",9.91463943382768,-0.579468068628704,2.08675273707188,-0.277688898322381,0.781251183419723,NA
"ENSG00000002549.L01",25.4441739140707,0.873411571090676,1.84527906834659,0.473322212381281,0.635983317248377,NA
"ENSG00000002586.L01",200.728823832835,-1.09663098661269,0.437735876380782,-2.50523442510512,0.0122370257626349,0.164869117369554
"ENSG00000002822.L01",24.7795069376291,0.404832922201212,1.86702758123318,0.216832855749146,0.828338605856589,NA
"ENSG00000002834.L01",61.8935315781828,-0.798028624568949,0.881533832320454,-0.905272827099903,0.365320868198037,0.999917617278247
"ENSG00000002919.L01",15.0227302984285,-0.453178837035892,2.04351119911904,-0.221764792496003,0.824496988534193,NA
"ENSG00000003056.L01",82.5442965941626,-0.192046716794521,0.695054292091777,-0.27630462681779,0.782314102510257,0.999917617278247
"ENSG00000003393.L01",4.6408191336644,0.0443968420464931,2.09961788638796,0.0211452009121862,0.983129827830344,NA
"ENSG00000003400.L01",10.3249458436873,1.354038001032,2.11524030717787,0.640134360354803,0.52208525217929,NA
"ENSG00000003402.L01",109.416809455784,-0.419016914973731,0.592622948193176,-0.707054825081031,0.47953240794655,0.999917617278247
"ENSG00000003509.L01",14.5861831126846,-0.308848006047797,2.04342159692015,-0.151142576996002,0.879863246681288,NA
"ENSG00000003987.L01",1.85043788994981,0.519209722735638,2.28506223309574,0.227219073168185,0.820253397294961,NA
"ENSG00000004142",21.0319435247307,-0.206984966456292,1.97489380780467,-0.104808150007002,0.916528042900653,NA
"ENSG00000004399.L01",57.309771639383,-1.10479537468195,0.987630106563191,-1.11863274250162,0.263296849015912,0.999917617278247
"ENSG00000004455.L01",32.0278759563438,0.307191559096188,1.59695444596595,0.192360877839804,0.847459535043632,0.999917617278247
"ENSG00000004468.L01",9.86518763266689,1.73047394655408,2.10319383315543,0.822783862939463,0.410630914911859,NA
"ENSG00000004478.L01",25.7936885846325,1.94050221962974,1.84125570349417,1.05390153901342,0.291927998226613,NA
"ENSG00000004487.L01",26.0598220364212,-0.285590660026735,1.82323172234619,-0.156639804214918,0.875528730519941,NA
"ENSG00000004660.L01",1.72725483010794,1.47472406513753,2.32867043413992,0.633290157128743,0.52654417976838,NA
"ENSG00000004700.L01",24.5256626758221,-0.599082412035482,1.87952487462743,-0.31874141179123,0.749922609157517,NA
"ENSG00000004766.L01",10.2918617662001,0.0670645873125566,2.08605925366845,0.0321489368984221,0.97435327755798,NA
"ENSG00000004777.L01",9.82659644653908,-0.336065247955151,2.08409755178177,-0.161252167715392,0.871894794784222,NA
"ENSG00000004779.L01",22.3368821157081,0.0523897337311562,1.94697005584378,0.0269083407697565,0.978532840955159,NA
"ENSG00000004864.L01",4.90735721161554,-0.339719171767045,2.10162252351443,-0.161646141476896,0.871584519462406,NA
"ENSG00000004897.L01",20.7025692870536,-0.784073975887101,1.98405663856675,-0.395187294881614,0.692704668412923,NA
"ENSG00000004961.L01",5.55464951750777,-0.441027294277917,2.09450592716851,-0.210563879794853,0.833227600094782,NA
"ENSG00000004975.L01",18.169620796486,-0.0658449100512283,2.02218848474759,-0.0325612130362057,0.974024500930279,NA
"ENSG00000005007.L01",40.4431292297146,-0.0700618435917538,1.31322191919176,-0.0533511073550115,0.957452160370802,0.999917617278247
"ENSG00000005020.L01",10.5376867661217,-0.117207357510652,2.08089290717045,-0.0563255115661035,0.955082495800752,NA
"ENSG00000005022.L01",129.988868904434,0.861335202409243,0.537942738165823,1.60116521945452,0.109340330040897,0.797651041834933
"ENSG00000005059.L01",35.8283074887654,0.795542585714869,1.46984098563916,0.541243980462912,0.588339427018752,0.999917617278247
"ENSG00000005075",25.9145172028078,-0.26955060933536,1.82765557948988,-0.147484357753333,0.882749725419939,NA
"ENSG00000005175.L01",9.47085676941715,0.194953824759457,2.08927617319092,0.0933116584877844,0.925655970360849,NA
"ENSG00000005187.L01",2.44428616134457,2.1210496464771,2.27735637951377,0.931364834049365,0.351664875029162,NA
"ENSG00000005194.L01",29.6697045931847,-0.255051959982562,1.69450984027416,-0.150516659107331,0.880357008394454,0.999917617278247
"ENSG00000005206.L01",37.9361049789411,0.671555388696851,1.40079438900987,0.479410393106676,0.631646701199046,0.999917617278247
"ENSG00000005238.L01",4.80442792922198,-1.20401014389896,2.13136130818269,-0.564901942845889,0.572140462139502,NA
"ENSG00000005243.L01",2.37502806298237,-1.74198709486295,2.42904643108026,-0.717148537209412,0.473282449462538,NA
"ENSG00000005302.L01",80.8240866823215,1.07278869500061,0.717159500363508,1.49588577500101,0.134683423839088,0.905254203826318
"ENSG00000005339.L01",59.1762222392183,-0.507476747995406,0.918839916070387,-0.552301591517418,0.580741740388821,0.999917617278247
"ENSG00000005379.L01",77.3614082367676,-0.891368030375917,0.735523461251028,-1.21188252630286,0.22555735183453,0.999917617278247
"ENSG00000005436.L04",2.86271280009275,0.441159115687252,2.32362317482893,0.189858287034743,0.849420179997023,NA
"ENSG00000005436.L05",3.98511007363566,0.23100968158523,2.63982062367739,0.0875096131582694,0.930266444551538,NA
"ENSG00000005448.L01",18.9485245121317,-0.749036805779997,2.01541401574078,-0.371654062108267,0.710150431893925,NA
"ENSG00000005469.L01",9.94737039029559,-1.04466596123002,2.096779086544,-0.498224141939477,0.618326068204625,NA
"ENSG00000005483.L01",74.3002422890628,-0.0246975306236219,0.762707958690321,-0.0323813726370852,0.974167917180058,0.999917617278247
"ENSG00000005486.L01",57.0166385363851,0.776319933845361,0.949314170162696,0.817769246731368,0.413488961502095,0.999917617278247
"ENSG00000005700.L01",10.4496437788331,0.109865312325705,2.07848214969143,0.0528584343830018,0.957844702626823,NA
"ENSG00000005801.L01",17.3933428340501,-0.610285015007634,2.03130021171114,-0.300440580613901,0.763841113685751,NA
"ENSG00000005810.L01",39.1357007406578,0.236010911630141,1.35253843254791,0.174494791386848,0.861476623846177,0.999917617278247
"ENSG00000005812.L02",24.1432254820564,-0.0278151097017999,1.88919111448462,-0.0147232905599326,0.98825293819166,NA
"ENSG00000005844.L01",396.98538573855,-1.4313194412392,0.33199735062493,-4.31123754013391,1.62343390189033e-05,0.000511125347426735
"ENSG00000005882.L01",13.8157077469505,-0.168368635594739,2.04681581530766,-0.0822588111424336,0.934440907320649,NA
"ENSG00000005884.L01",2.28056313705758,1.99587389749519,2.31328624564858,0.862787258277932,0.38825444599098,NA
"ENSG00000005889.L01",12.3575168994303,-0.173128964206496,2.06031902907743,-0.0840301728825071,0.93303244210823,NA
"ENSG00000005893.L01",14.8586622022897,-0.429701029402709,2.04310748960837,-0.210317387405337,0.833419965580433,NA
"ENSG00000005955.L01",64.7760587246444,-0.00502681589842067,0.849217101756883,-0.0059193531171488,0.99527706711884,0.999917617278247
"ENSG00000006007.L01",17.1659576512031,-1.10816408636061,2.03844723815011,-0.543631478716256,0.586695093417891,NA
"ENSG00000006015.L01",46.5494865326316,0.376257016499955,1.18536949188579,0.317417496464645,0.750926832867224,0.999917617278247
"ENSG00000006016.L01",6.99706230772038,1.04447741564886,2.09487017268265,0.498588136519847,0.618069564455281,NA
"ENSG00000006025.L01",42.067803630161,-1.52306721881333,1.27440903774608,-1.1951164608084,0.232041531524555,0.999917617278247
"ENSG00000006062.L01",17.0572992187273,0.0433179298363168,2.11854918412514,0.0204469786025785,0.983686808166164,NA
"ENSG00000006062.L02",7.62111402328299,-0.0928874586710537,3.41587317804068,-0.0271928885616103,0.978305887716085,NA
"ENSG00000006075",150.660825927637,4.32567246000392,0.609365657840357,7.09864824895854,1.25983000716788e-12,9.91618829326084e-11
