"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000419.L01",22.5927639662605,-0.333961060448097,2.24780871504923,-0.148571832741908,0.881891500504487,0.999993747130921
"ENSG00000000457.L01",8.99307360096003,0.0502381185449863,2.27664491597141,0.0220667343390044,0.982394722163072,0.999993747130921
"ENSG00000000460.L01",3.15982743906954,-0.100541656707204,2.365133994499,-0.042509919920415,0.966092203947099,0.999993747130921
"ENSG00000000938.L01",160.097199258668,0.857869497803045,2.23106968868967,0.384510399720809,0.700600189388175,0.999993747130921
"ENSG00000000971.L01",1.67522220493115,1.27070236699139,2.52241165153392,0.503764865746102,0.614426619887173,0.999993747130921
"ENSG00000001036.L01",7.19845992753529,0.950587517151338,2.29512540596897,0.414176721968712,0.678744688278633,0.999993747130921
"ENSG00000001167.L01",9.49674932775376,-0.10356377349334,2.96140005412436,-0.0349712202338572,0.972102689756618,0.999993747130921
"ENSG00000001460.L01",1.82688938381331,-0.215945399035799,2.46692311430899,-0.0875363313040617,0.93024520805016,0.999993747130921
"ENSG00000001461.L01",21.0330417602097,-0.865542117770127,2.25102767635604,-0.384509762745906,0.700600661405128,0.999993747130921
"ENSG00000001497.L01",17.4256553959759,-0.534719330492461,2.25420034677823,-0.237210206828642,0.812493718362966,0.999993747130921
"ENSG00000001561",6.92613989626161,0.0485469189093849,3.75172686155584,0.0129398862712656,0.989675752642876,0.999993747130921
"ENSG00000001561.L01",14.8795184279769,0.0190542662049221,2.99200499282358,0.0063683938531601,0.994918791213432,0.999993747130921
"ENSG00000001629.L01",22.9649058864846,-0.0752889019092752,2.24719724066317,-0.0335034684748264,0.973273099943257,0.999993747130921
"ENSG00000002330.L01",15.0232426335377,0.437261143238914,2.25785279061603,0.193662379166718,0.846440251165953,0.999993747130921
"ENSG00000002549.L01",22.3539810292734,0.396012039722902,2.24826857864785,0.176140895035357,0.86018325356167,0.999993747130921
"ENSG00000002586.L01",279.635443803553,-0.1474937187496,2.22957015763623,-0.0661534324203422,0.947255671059385,0.999993747130921
"ENSG00000002822.L01",34.8392558092079,1.02921179194608,2.2423143055211,0.458995328804675,0.646237520515846,0.999993747130921
"ENSG00000002834.L01",86.1014943559604,0.0557693537584242,2.23308740859068,0.0249741024663341,0.980075620402229,0.999993747130921
"ENSG00000002919.L01",18.305494327589,-0.0550660494567762,2.25208042056923,-0.0244511914200906,0.980492715665352,0.999993747130921
