"","tilTemra_001","tilTemra_002","tilTemra_003","pTemra_001","pTemra_002","pTemra_003"
"ENSG00000000419.L01",19.7730031583555,19.5862130968424,21.3031670405133,18.2671864453321,19.0558239605178,18.8444232173534
"ENSG00000000457.L01",10.4068437675555,10.3085332088644,8.52126681620533,8.65287778989417,8.57512078223299,8.47999044780902
"ENSG00000000460.L01",4.16273750702221,4.12341328354578,6.390950112154,2.88429259663139,2.85837359407767,2.82666348260301
"ENSG00000000460.L02",0,13.4010931715238,0,0,0,0
"ENSG00000000938.L01",26.0171094188888,26.8021863430476,23.4334837445647,190.363311377672,195.322195595307,194.09755913874
"ENSG00000000971.L01",2.0813687535111,2.06170664177289,1.06515835202567,1.92286173108759,1.90558239605178,2.82666348260301
"ENSG00000001036.L01",4.16273750702221,4.12341328354578,3.195475056077,8.65287778989417,9.52791198025888,8.47999044780902
"ENSG00000001167.L01",19.7730031583555,0,29.8244338567187,12.4986012520694,0,13.1910962521474
"ENSG00000001461.L01",21.8543719118666,21.6479197386153,17.0425336324107,13.4600321176132,14.2918679703883,14.133317413015
"ENSG00000001497.L01",18.7323187815999,18.555359775956,15.977375280385,13.4600321176132,13.3390767723624,13.1910962521474
"ENSG00000001561",0,0,3.195475056077,0,0,19.786644378221
"ENSG00000001561.L01",3.12205313026665,4.12341328354578,0,19.2286173108759,22.8669887526213,0
"ENSG00000001629.L01",20.813687535111,20.6170664177289,20.2380086884877,21.1514790419635,20.9614063565695,20.7288655390887
"ENSG00000002330.L01",8.32547501404441,8.24682656709156,6.390950112154,16.3443247142445,16.1974503664401,16.0177597347504
"ENSG00000002549.L01",30.179846925911,34.0181595892527,30.8895922087443,22.1129099075073,24.7725711486731,24.4977501825594
"ENSG00000002586.L01",136.329653354977,131.949225073465,101.190043442438,252.856317638019,247.725711486731,244.977501825594
"ENSG00000002822.L01",27.0577937956443,26.8021863430476,27.6941171526673,44.2258198150147,43.8283951091909,43.3421733999128
"ENSG00000002834.L01",45.7901125772443,45.3575461190036,39.4108590249497,82.6830544367665,81.9400430302264,81.9732409954872
"ENSG00000002919.L01",11.4475281443111,11.3393865297509,13.8470585763337,16.3443247142445,17.150241564466,16.959980895618
"ENSG00000003056.L01",75.9699595031553,75.2522924247104,71.3656095857197,108.641687806449,103.854240584822,107.413212338914
"ENSG00000003147.L01",0,0,1.06515835202567,2.88429259663139,2.85837359407767,2.82666348260301
"ENSG00000003393.L01",4.16273750702221,4.12341328354578,5.32579176012833,5.76858519326278,5.71674718815533,5.65332696520601
"ENSG00000003400.L01",13.5288968978222,14.4319464924102,14.9122169283593,10.5757395209818,6.66953838618122,6.59554812607368
"ENSG00000003402.L01",96.7836470382663,93.8076522006665,79.886876401925,123.063150789606,119.098899753236,117.777645108459
"ENSG00000003509.L01",12.4882125210666,12.3702398506373,12.781900224308,15.3828938487007,15.2446591684142,14.133317413015
"ENSG00000004142",19.7730031583555,19.5862130968424,17.0425336324107,24.9972025041387,24.7725711486731,24.4977501825594
"ENSG00000004399.L01",43.7087438237332,44.3266927981171,17.0425336324107,3.84572346217519,3.81116479210355,4.71110580433834
"ENSG00000004455.L01",36.4239531864443,36.0798662310256,29.8244338567187,32.6886494284891,32.3949007328802,32.9777406303684
"ENSG00000004468.L01",16.6509500280888,16.4936531341831,10.6515835202567,19.2286173108759,19.0558239605178,17.9022020564857
"ENSG00000004478.L01",41.6273750702221,35.0490129101391,41.541175729001,14.421462983157,12.3862855743365,14.133317413015
"ENSG00000004487.L01",23.9357406653777,24.7404797012747,19.172850336462,20.1900481764197,20.9614063565695,20.7288655390887
"ENSG00000004660.L01",2.0813687535111,2.06170664177289,3.195475056077,1.92286173108759,1.90558239605178,1.88444232173534
"ENSG00000004700.L01",20.813687535111,20.6170664177289,14.9122169283593,29.8043568318577,30.4893183368284,30.1510771477654
"ENSG00000004766.L01",8.32547501404441,8.24682656709156,13.8470585763337,11.5371703865256,11.4334943763107,12.2488750912797
"ENSG00000004777.L01",8.32547501404441,8.24682656709156,8.52126681620533,11.5371703865256,11.4334943763107,11.306653930412
"ENSG00000004779.L01",24.9764250421332,24.7404797012747,15.977375280385,32.6886494284891,33.3476919309061,32.9777406303684
"ENSG00000004864.L01",4.16273750702221,5.15426660443222,3.195475056077,3.84572346217519,2.85837359407767,2.82666348260301
"ENSG00000004897.L01",13.5288968978222,14.4319464924102,15.977375280385,17.3057555797883,18.1030327624919,17.9022020564857
"ENSG00000004961.L01",4.16273750702221,4.12341328354578,5.32579176012833,5.76858519326278,5.71674718815533,6.59554812607368
"ENSG00000004975.L01",16.6509500280888,15.4627998132967,19.172850336462,20.1900481764197,20.0086151585437,19.786644378221
"ENSG00000005007.L01",37.4646375631999,37.110719551912,39.4108590249497,26.9200642352263,27.6309447427508,27.3244136651624
"ENSG00000005020.L01",10.4068437675555,11.3393865297509,7.45610846417967,29.8043568318577,29.5365271388025,30.1510771477654
"ENSG00000005022.L01",156.102656513333,154.627998132967,173.620811380184,124.986012520694,124.815646941391,123.430972073665
"ENSG00000005059.L01",50.993534461022,50.5118127234358,29.8244338567187,29.8043568318577,30.4893183368284,29.2088559868977
"ENSG00000005075",23.9357406653777,23.7096263803882,20.2380086884877,40.3800963528395,40.0172303170873,39.5732887564421
"ENSG00000005175.L01",10.4068437675555,11.3393865297509,7.45610846417967,9.61430865543797,11.4334943763107,10.3644327695444
"ENSG00000005187.L01",4.16273750702221,4.12341328354578,3.195475056077,1.92286173108759,1.90558239605178,1.88444232173534
"ENSG00000005194.L01",30.179846925911,30.9255996265933,17.0425336324107,18.2671864453321,18.1030327624919,17.9022020564857
"ENSG00000005206.L01",56.1969563447998,43.2958394772307,35.150225616847,29.8043568318577,22.8669887526213,24.4977501825594
"ENSG00000005238.L01",2.0813687535111,2.06170664177289,4.26063340810267,10.5757395209818,10.4807031782848,10.3644327695444
