"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000419.L01",19.4716361531524,0.111061069495813,2.02552306891326,0.0548308094833989,0.956273254897037,NA
"ENSG00000000457.L01",9.15743880209358,0.185626588928143,2.10724611649779,0.0880896576222674,0.929805416445757,NA
"ENSG00000000460.L01",3.87440509600567,0.776044777889453,2.12711290316926,0.364834784619658,0.715234737795498,NA
"ENSG00000000460.L02",2.2335155285873,4.67317411676661,3.92747999365709,1.18986579799612,0.234099143147633,NA
"ENSG00000000938.L01",109.339307603037,-2.9265109984673,0.66060104961734,-4.43007318889747,9.42011123970716e-06,0.000422101154698368
"ENSG00000000971.L01",1.97722355950867,-0.353079086992845,2.2615320177818,-0.156123850653753,0.875935398777975,NA
"ENSG00000001036.L01",6.35706767743451,-1.21519211647349,2.10896808050462,-0.576202232602176,0.564478496330574,NA
"ENSG00000001167.L01",12.5478557532151,0.948907248955478,2.77366418060526,0.34211324340945,0.732265671346778,NA
"ENSG00000001461.L01",17.0716737973182,0.531598718255314,2.05911330679463,0.258168754726199,0.796276670831212,NA
"ENSG00000001497.L01",15.542543163344,0.413576566463288,2.07058677365094,0.199738823664006,0.841684848650469,NA
"ENSG00000001561",3.83035323904967,-2.6330012798385,3.82851920125704,-0.687733596575404,0.491620559099042,NA
"ENSG00000001561.L01",8.22351207955161,-2.53728191927338,2.74326774211007,-0.924912242551193,0.355011557897149,NA
"ENSG00000001629.L01",20.7517522631582,-0.0271697370095514,2.00175030823694,-0.0135729900466365,0.989170653306855,NA
"ENSG00000002330.L01",11.9204644181208,-1.08031894531774,2.10456591634572,-0.513321505839816,0.607726442840992,NA
"ENSG00000002549.L01",27.745138327108,0.413678821039579,1.79830291034073,0.230038453844908,0.81806188901221,NA
"ENSG00000002586.L01",185.838075470204,-1.01275053941345,0.484407314828782,-2.09070034330803,0.0365549342078793,0.321082607848104
"ENSG00000002822.L01",35.4917476025796,-0.688093402319651,1.52693018756889,-0.450638416819307,0.652250173771441,NA
"ENSG00000002834.L01",62.8591426972796,-0.917402843862782,0.931562181956135,-0.984800436978216,0.324722105959334,0.998887774602278
"ENSG00000002919.L01",14.5147534041207,-0.461844556589292,2.07816974124646,-0.222236204975386,0.824130011235027,NA
"ENSG00000003056.L01",90.4161670406284,-0.523265291602655,0.710481611155168,-0.736493785886846,0.461430247925931,0.998887774602278
"ENSG00000003147.L01",1.60574800422295,-2.9309377497678,2.75429708675377,-1.06413275599918,0.287268563892128,NA
"ENSG00000003393.L01",5.12510031622007,-0.33253893381834,2.10091168434823,-0.158283156924563,0.874233679659484,NA
"ENSG00000003400.L01",11.1189810586381,0.846716898550572,2.11234068132464,0.400842963465343,0.688535744969044,NA
"ENSG00000003402.L01",105.06964521536,-0.412181543567425,0.656197771919024,-0.62813615224876,0.529914751887163,0.998887774602278
"ENSG00000003509.L01",13.7335371710237,-0.249947201734843,2.08141031008905,-0.120085501894218,0.904415417089642,NA
"ENSG00000004142",21.7782122871633,-0.396955257043774,1.98043554741567,-0.200438361935976,0.841137759696219,NA
"ENSG00000004399.L01",19.5743273854797,3.08676131458182,2.08140866714648,1.48301549969696,0.138070292747832,NA
"ENSG00000004455.L01",33.398257344321,0.0614822899405349,1.59762998341758,0.0384834352000673,0.969302238495951,NA
"ENSG00000004468.L01",16.6638050017347,-0.359321376460915,2.06601378173855,-0.173920125624015,0.861928235710856,NA
"ENSG00000004478.L01",26.5264382799784,1.5298146151808,1.84675356441292,0.828380485983861,0.407455054293669,NA
"ENSG00000004487.L01",21.6215651291987,0.132889370245125,1.98438385012497,0.0669675729505441,0.946607518265086,NA
"ENSG00000004660.L01",2.17523948337262,0.360786054151591,2.2243023227355,0.162201896056957,0.871146866735508,NA
"ENSG00000004700.L01",24.4646205329418,-0.682732236063724,1.91123440071337,-0.357220566880176,0.720926690152446,NA
"ENSG00000004766.L01",10.9398166685976,-0.211543685191184,2.1117838324473,-0.100172982641898,0.92020699483368,NA
"ENSG00000004777.L01",9.89514784843159,-0.449934912207111,2.1091395208972,-0.213326291480099,0.831072467864978,NA
"ENSG00000004779.L01",27.4513936689261,-0.59178340746489,1.81387224217347,-0.326254183566857,0.744232049501533,NA
"ENSG00000004864.L01",3.67387328439788,0.393129560705714,2.1286214415828,0.184687400505273,0.853474229110901,NA
"ENSG00000004897.L01",16.2082015115639,-0.278974477302695,2.06559607731236,-0.135057613812706,0.892566322328038,NA
"ENSG00000004961.L01",5.28213717636469,-0.409788766383421,2.10092415147429,-0.195051670997194,0.845352496767527,NA
"ENSG00000004975.L01",18.5453179818387,-0.226052357214966,2.04058055898779,-0.110778452837509,0.911792032313676,NA
"ENSG00000005007.L01",32.6436064638668,0.477353237451822,1.62319806195617,0.294081941470869,0.768695289689233,NA
"ENSG00000005020.L01",19.7823833133186,-1.61553784793507,2.0329205274154,-0.794688147494396,0.426794928618878,NA
"ENSG00000005022.L01",142.930682927039,0.375951395473766,0.550483376017642,0.68294777254403,0.494639845268588,0.998887774602278
"ENSG00000005059.L01",36.8053853661267,0.553264046937499,1.4923738767681,0.370727507061202,0.710840500329859,0.998887774602278
"ENSG00000005075",31.3089985267704,-0.821507988780299,1.67251441542768,-0.491181409979198,0.623298146026867,NA
"ENSG00000005175.L01",10.1024290937965,-0.105130648134734,2.111616650881,-0.0497868058062867,0.960292281085481,NA
"ENSG00000005187.L01",2.86575204925328,1.00722943797677,2.17525273069717,0.463040190118024,0.643335559597442,NA
"ENSG00000005194.L01",22.0700669082041,0.526064812689698,1.98096368295952,0.265560048987757,0.790578057322444,NA
"ENSG00000005206.L01",35.3020195343193,0.803099630804459,1.54040251032049,0.521356999500975,0.602118100673736,NA
"ENSG00000005238.L01",6.63743071203293,-1.90336941454675,2.14298376912584,-0.888186575170918,0.374440398908408,NA
"ENSG00000005243.L01",2.90723102452076,-2.17815738753374,2.41967781059509,-0.900184883291568,0.368021869445701,NA
"ENSG00000005302.L01",70.675729396611,1.55654940022163,0.855535714094874,1.81938564875507,0.0688526146395491,0.504376015033942
"ENSG00000005339.L01",49.5712152698341,-0.146366118673644,1.14963847041355,-0.127314910243908,0.89869115967013,0.998887774602278
"ENSG00000005379.L01",100.509426918826,-1.51202488523654,0.680357857430449,-2.22239644728599,0.0262565252269707,0.2541624272892
"ENSG00000005436.L04",3.16679626444152,0.00610762169226388,2.28399884323595,0.00267409141224023,0.997866386290827,NA
"ENSG00000005436.L05",3.98575976121168,0.114996634116735,2.64481899098396,0.0434799638496066,0.965318935951476,NA
"ENSG00000005448.L01",16.8035225608789,-0.554819736641951,2.06238810472258,-0.26901810351383,0.787915751454878,NA
